,Name1,Name2,Co-mentions,Average Sentiment
264770,Nijel Amos,Meisam Salehi,8,0.4293812272159423
264771,Nijel Amos,Koki Saito,8,0.4293812272159423
264773,Nijel Amos,Eray Samdan,8,0.4293812272159423
264774,Nijel Amos,Kevin Sanjaya Sukamuljo,8,0.4293812272159423
264775,Nijel Amos,Humberto Mansilla,8,0.4293812272159423
264776,Nijel Amos,Zach Apple,8,0.4293812272159423
264777,Nijel Amos,Bekzad Nurdauletov,8,0.4293812272159423
264778,Nijel Amos,Kelsey Plum,8,0.4293812272159423
264779,Nijel Amos,Dallas Escobedo,8,0.4293812272159423
264780,Nijel Amos,Park Haemin,8,0.4293812272159423
264781,Nijel Amos,Katie McLaughlin,8,0.4293812272159423
264782,Nijel Amos,Zheng Saisai,8,0.4293812272159423
264783,Nijel Amos,Katinka Hosszú,8,0.4293812272159423
264784,Nijel Amos,Mourad Aliev,8,0.4293812272159423
264785,Nijel Amos,Sorribes Tormo,8,0.4293812272159423
264786,Nijel Amos,Artur Dalaloyan,8,0.4293812272159423
264787,Nijel Amos,Greysia Polii,8,0.4293812272159423
264788,Nijel Amos,Georgii Zantaraia,8,0.4293812272159423
264789,Nijel Amos,Reika Utsugi,8,0.4293812272159423
264790,Nijel Amos,Bruce Springsteen,8,0.4293812272159423
264791,Nijel Amos,Joana Heidrich,8,0.4293812272159423
264792,Nijel Amos,Julia Grosso,8,0.4293812272159423
264793,Nijel Amos,Yulimar Rojas,8,0.4293812272159423
264794,Nijel Amos,,8,0.4293812272159423
264795,Nijel Amos,Sun Yingsha,8,0.4293812272159423
264796,Nijel Amos,Lilly King,8,0.4293812272159423
264797,Nijel Amos,Sarah Sponcil,8,0.4293812272159423
264798,Nijel Amos,Miltiadis Tentoglou,8,0.4293812272159423
264799,Nijel Amos,Karla Borger,8,0.4293812272159423
264800,Nijel Amos,Carlos Soler,8,0.4293812272159423
264801,Nijel Amos,Hailey Hernandez,8,0.4293812272159423
264803,Nijel Amos,Richard Andre Ordemann,8,0.4293812272159423
264804,Nijel Amos,Katrina Lehis,8,0.4293812272159423
264805,Nijel Amos,Julio Rodriguez,8,0.4293812272159423
264806,Nijel Amos,Justyna SwietyErsetic,8,0.4293812272159423
264807,Nijel Amos,Peres Jepchirchir,8,0.4293812272159423
264808,Nijel Amos,Filippo Ganna,8,0.4293812272159423
264809,Nijel Amos,Sena Irie,8,0.4293812272159423
264811,Nijel Amos,Brad Tandy,8,0.4293812272159423
264812,Nijel Amos,Jia Liu,8,0.4293812272159423
264813,Nijel Amos,Viktor Axelsen,8,0.4293812272159423
264814,Nijel Amos,Xie Siyi,8,0.4293812272159423
264815,Nijel Amos,Andrew Capobianco,8,0.4293812272159423
264816,Nijel Amos,Svetlana Kolesnichenko,8,0.4293812272159423
264817,Nijel Amos,Alex Walsh,8,0.4293812272159423
264818,Nijel Amos,Bronte Campbell,8,0.4293812272159423
264819,Nijel Amos,Marie Ronningen,8,0.4293812272159423
264820,Nijel Amos,Keni Harrison,8,0.4293812272159423
264821,Nijel Amos,Hugues Obry,8,0.4293812272159423
264822,Nijel Amos,Wang Chilin,8,0.4293812272159423
264823,Nijel Amos,Lukas Rohan,8,0.4293812272159423
264824,Nijel Amos,Michael Hixon,8,0.4293812272159423
264825,Nijel Amos,Marjorie Gestring,8,0.4293812272159423
264826,Nijel Amos,Emma McKeon,8,0.4293812272159423
264827,Nijel Amos,Jang Woojin,8,0.4293812272159423
264828,Nijel Amos,Rafael Bogaerts,8,0.4293812272159423
264829,Nijel Amos,Sun Yiwen,8,0.4293812272159423
264830,Nijel Amos,Bruna de Paula,8,0.4293812272159423
264831,Nijel Amos,Helene Naess,8,0.4293812272159423
264832,Nijel Amos,Regan Smith,8,0.4293812272159423
264833,Nijel Amos,De Grasse,8,0.4293812272159423
264834,Nijel Amos,Himawari Akaho,8,0.4293812272159423
264835,Nijel Amos,Kyle Blignaut,8,0.4293812272159423
264836,Nijel Amos,Andre De Grasse,8,0.4293812272159423
264837,Nijel Amos,Shannon Miller,8,0.4293812272159423
264838,Nijel Amos,Mohamed Tindouft,8,0.4293812272159423
264839,Nijel Amos,Jasmine CamachoQuinn,8,0.4293812272159423
264840,Nijel Amos,Imam Khataev,8,0.4293812272159423
264841,Nijel Amos,Pawel Kolodzinski,8,0.4293812272159423
264842,Nijel Amos,Natalia Partyka,8,0.4293812272159423
264843,Nijel Amos,Adrienne Lyle,8,0.4293812272159423
264844,Nijel Amos,Denis Ablyazin,8,0.4293812272159423
264845,Nijel Amos,Simone Consonni,8,0.4293812272159423
264846,Nijel Amos,Anastasiya Savchuk,8,0.4293812272159423
264847,Nijel Amos,Sergei Semenov,8,0.4293812272159423
264848,Nijel Amos,Maksim Nedasekau,8,0.4293812272159423
264849,Nijel Amos,Lee Yang,8,0.4293812272159423
264850,Nijel Amos,Neha Goyal,8,0.4293812272159423
264851,Nijel Amos,Dusan Domovic Bulut,8,0.4293812272159423
264852,Nijel Amos,Eleanor Harvey,8,0.4293812272159423
264853,Nijel Amos,Blake Pieroni,8,0.4293812272159423
264854,Nijel Amos,Haleigh Washington,8,0.4293812272159423
264855,Nijel Amos,Choi Hyojoo,8,0.4293812272159423
264857,Nijel Amos,Dan Gable,8,0.4293812272159423
264858,Nijel Amos,,8,0.4293812272159423
264859,Nijel Amos,Saya Sakakibara,8,0.4293812272159423
264860,Nijel Amos,Zhong Tianshi,8,0.4293812272159423
264861,Nijel Amos,Timo Boll,8,0.4293812272159423
264862,Nijel Amos,Hebert Sousa,8,0.4293812272159423
264863,Nijel Amos,Adrian Gavira Collado,8,0.4293812272159423
264864,Nijel Amos,Valarie Allman,8,0.4293812272159423
264865,Nijel Amos,Lamont Marcell Jacobs,8,0.4293812272159423
264866,Nijel Amos,Marta Fiedina,8,0.4293812272159423
264888,Gianmarco Tamberi,Kang Youngmi,8,0.4293812272159423
264889,Gianmarco Tamberi,Jessica Parratto,8,0.4293812272159423
264890,Gianmarco Tamberi,Endy Miyem,8,0.4293812272159423
264891,Gianmarco Tamberi,Benjamin Proud,8,0.4293812272159423
264892,Gianmarco Tamberi,Ryu Seungmin,8,0.4293812272159423
264893,Gianmarco Tamberi,,8,0.4293812272159423
264894,Gianmarco Tamberi,Yu Yiting,8,0.4293812272159423
264895,Gianmarco Tamberi,Nafissatou Thiam,8,0.4293812272159423
264896,Gianmarco Tamberi,Kuo Hsingchun,8,0.4293812272159423
264897,Gianmarco Tamberi,,8,0.4293812272159423
264898,Gianmarco Tamberi,Allisha Gray,8,0.4293812272159423
264900,Gianmarco Tamberi,Nesthy Petecio,8,0.4293812272159423
264901,Gianmarco Tamberi,Eduard Trippel,8,0.4293812272159423
264902,Gianmarco Tamberi,Ysaora Thibus,8,0.4293812272159423
264903,Gianmarco Tamberi,Iakobi Kajaia,8,0.4293812272159423
264904,Gianmarco Tamberi,Nicholas Kipkorir Kimeli,8,0.4293812272159423
264905,Gianmarco Tamberi,Gable Steveson,8,0.4293812272159423
264906,Gianmarco Tamberi,Alessandro Velotto,8,0.4293812272159423
264907,Gianmarco Tamberi,Daniel Jervis,8,0.4293812272159423
264908,Gianmarco Tamberi,Mercy Moim,8,0.4293812272159423
264909,Gianmarco Tamberi,Miho Nonaka,8,0.4293812272159423
264911,Gianmarco Tamberi,Sergey Ponomaryov,8,0.4293812272159423
264912,Gianmarco Tamberi,Mykhailo Romanchuk,8,0.4293812272159423
264913,Gianmarco Tamberi,Alix Klineman,8,0.4293812272159423
264914,Gianmarco Tamberi,Arisa Higashino,8,0.4293812272159423
264915,Gianmarco Tamberi,,8,0.4293812272159423
264916,Gianmarco Tamberi,Ferguson Rotich,8,0.4293812272159423
264917,Gianmarco Tamberi,Annie Lazor,8,0.4293812272159423
264918,Gianmarco Tamberi,Meg Harris,8,0.4293812272159423
264919,Gianmarco Tamberi,Bowen Becker,8,0.4293812272159423
264920,Gianmarco Tamberi,Armand Mondo Duplantis,8,0.4293812272159423
264921,Gianmarco Tamberi,,8,0.4293812272159423
264922,Gianmarco Tamberi,Raevyn Rogers,8,0.4293812272159423
264923,Gianmarco Tamberi,Ryo Kiyuna,8,0.4293812272159423
264924,Gianmarco Tamberi,Marcus Fernaldi Gideon,8,0.4293812272159423
264925,Gianmarco Tamberi,David Belyavskiy,8,0.4293812272159423
264926,Gianmarco Tamberi,Hou Zhihui,8,0.4293812272159423
264927,Gianmarco Tamberi,Apriyani Rahayu,8,0.4293812272159423
264928,Gianmarco Tamberi,Lilia Akhaimova,8,0.4293812272159423
264929,Gianmarco Tamberi,Kaylene Corbett,8,0.4293812272159423
264930,Gianmarco Tamberi,Milan Aleksić,8,0.4293812272159423
264931,Gianmarco Tamberi,Muhammad Shah Firdaus Sahrom,8,0.4293812272159423
264932,Gianmarco Tamberi,Evangelia Papazoglou,8,0.4293812272159423
264933,Gianmarco Tamberi,Frazer Clarke,8,0.4293812272159423
264934,Gianmarco Tamberi,Lukasz Przybytek,8,0.4293812272159423
264935,Gianmarco Tamberi,Viktoria Listunova,8,0.4293812272159423
264936,Gianmarco Tamberi,Jason Kenny,8,0.4293812272159423
264937,Gianmarco Tamberi,Diana Taurasi,8,0.4293812272159423
264938,Gianmarco Tamberi,Julia Sude,8,0.4293812272159423
264939,Gianmarco Tamberi,Cristina Chirichella,8,0.4293812272159423
264940,Gianmarco Tamberi,Sofya Velikaya,8,0.4293812272159423
264941,Gianmarco Tamberi,Flora Pasztor,8,0.4293812272159423
264942,Gianmarco Tamberi,Zhang Changning,8,0.4293812272159423
264943,Gianmarco Tamberi,Alberto Gaitero Martin,8,0.4293812272159423
264944,Gianmarco Tamberi,Jiri Prskavec,8,0.4293812272159423
264945,Gianmarco Tamberi,Mickael Mawem,8,0.4293812272159423
264946,Gianmarco Tamberi,Ana Paula Rodrigues Belo,8,0.4293812272159423
264947,Gianmarco Tamberi,Huang Dongping,8,0.4293812272159423
264948,Gianmarco Tamberi,Gregorio Paltrinieri,8,0.4293812272159423
264949,Gianmarco Tamberi,Luis Javier Mosquera Lozano,8,0.4293812272159423
264950,Gianmarco Tamberi,OlympicsJill Biden,6,0.4313369744630473
264951,Gianmarco Tamberi,Florian Wellbrock,8,0.4293812272159423
264952,Gianmarco Tamberi,Atsunori Inaba,8,0.4293812272159423
264953,Gianmarco Tamberi,Gustavo Nunez,8,0.4293812272159423
264954,Gianmarco Tamberi,Mohamed Hammed,8,0.4293812272159423
264955,Gianmarco Tamberi,Firdovsi Farzaliyev,8,0.4293812272159423
264957,Gianmarco Tamberi,Tomokazu Harimoto,8,0.4293812272159423
264958,Gianmarco Tamberi,Nikola Dedović,8,0.4293812272159423
264959,Gianmarco Tamberi,Lorenzo Zazzeri,8,0.4293812272159423
264960,Gianmarco Tamberi,Edgar Cheung,8,0.4293812272159423
264961,Gianmarco Tamberi,Jessica Learmonth,8,0.4293812272159423
264962,Gianmarco Tamberi,Svetlana Romashina,8,0.4293812272159423
264963,Gianmarco Tamberi,Adam Ondra,8,0.4293812272159423
264964,Gianmarco Tamberi,Tatjana Schoenmaker,8,0.4293812272159423
264965,Gianmarco Tamberi,Isaiah Jewett,8,0.4293812272159423
264966,Gianmarco Tamberi,Oleksandr Khyzhniak,8,0.4293812272159423
264967,Gianmarco Tamberi,Rikuya Hoshino,8,0.4293812272159423
264968,Gianmarco Tamberi,Stanislav Pozdniakov,8,0.4293812272159423
264969,Gianmarco Tamberi,Meisam Salehi,8,0.4293812272159423
264970,Gianmarco Tamberi,Koki Saito,8,0.4293812272159423
264972,Gianmarco Tamberi,Eray Samdan,8,0.4293812272159423
264973,Gianmarco Tamberi,Kevin Sanjaya Sukamuljo,8,0.4293812272159423
264974,Gianmarco Tamberi,Humberto Mansilla,8,0.4293812272159423
264975,Gianmarco Tamberi,Zach Apple,8,0.4293812272159423
264976,Gianmarco Tamberi,Bekzad Nurdauletov,8,0.4293812272159423
264977,Gianmarco Tamberi,Kelsey Plum,8,0.4293812272159423
264978,Gianmarco Tamberi,Dallas Escobedo,8,0.4293812272159423
264979,Gianmarco Tamberi,Park Haemin,8,0.4293812272159423
264980,Gianmarco Tamberi,Katie McLaughlin,8,0.4293812272159423
264981,Gianmarco Tamberi,Zheng Saisai,8,0.4293812272159423
264982,Gianmarco Tamberi,Katinka Hosszú,8,0.4293812272159423
264983,Gianmarco Tamberi,Mourad Aliev,8,0.4293812272159423
264984,Gianmarco Tamberi,Sorribes Tormo,8,0.4293812272159423
264985,Gianmarco Tamberi,Artur Dalaloyan,8,0.4293812272159423
264986,Gianmarco Tamberi,Greysia Polii,8,0.4293812272159423
264987,Gianmarco Tamberi,Georgii Zantaraia,8,0.4293812272159423
264988,Gianmarco Tamberi,Reika Utsugi,8,0.4293812272159423
264989,Gianmarco Tamberi,Bruce Springsteen,8,0.4293812272159423
264990,Gianmarco Tamberi,Joana Heidrich,8,0.4293812272159423
264991,Gianmarco Tamberi,Julia Grosso,8,0.4293812272159423
264992,Gianmarco Tamberi,Yulimar Rojas,8,0.4293812272159423
264993,Gianmarco Tamberi,,8,0.4293812272159423
264994,Gianmarco Tamberi,Sun Yingsha,8,0.4293812272159423
264995,Gianmarco Tamberi,Lilly King,8,0.4293812272159423
264996,Gianmarco Tamberi,Sarah Sponcil,8,0.4293812272159423
264997,Gianmarco Tamberi,Miltiadis Tentoglou,8,0.4293812272159423
264998,Gianmarco Tamberi,Karla Borger,8,0.4293812272159423
264999,Gianmarco Tamberi,Carlos Soler,8,0.4293812272159423
265000,Gianmarco Tamberi,Hailey Hernandez,8,0.4293812272159423
265002,Gianmarco Tamberi,Richard Andre Ordemann,8,0.4293812272159423
265003,Gianmarco Tamberi,Katrina Lehis,8,0.4293812272159423
265004,Gianmarco Tamberi,Julio Rodriguez,8,0.4293812272159423
265005,Gianmarco Tamberi,Justyna SwietyErsetic,8,0.4293812272159423
265006,Gianmarco Tamberi,Peres Jepchirchir,8,0.4293812272159423
265007,Gianmarco Tamberi,Filippo Ganna,8,0.4293812272159423
265008,Gianmarco Tamberi,Sena Irie,8,0.4293812272159423
265010,Gianmarco Tamberi,Brad Tandy,8,0.4293812272159423
265011,Gianmarco Tamberi,Jia Liu,8,0.4293812272159423
265012,Gianmarco Tamberi,Viktor Axelsen,8,0.4293812272159423
265013,Gianmarco Tamberi,Xie Siyi,8,0.4293812272159423
265014,Gianmarco Tamberi,Andrew Capobianco,8,0.4293812272159423
265015,Gianmarco Tamberi,Svetlana Kolesnichenko,8,0.4293812272159423
265016,Gianmarco Tamberi,Alex Walsh,8,0.4293812272159423
265017,Gianmarco Tamberi,Bronte Campbell,8,0.4293812272159423
265018,Gianmarco Tamberi,Marie Ronningen,8,0.4293812272159423
265019,Gianmarco Tamberi,Keni Harrison,8,0.4293812272159423
265020,Gianmarco Tamberi,Hugues Obry,8,0.4293812272159423
265021,Gianmarco Tamberi,Wang Chilin,8,0.4293812272159423
265022,Gianmarco Tamberi,Lukas Rohan,8,0.4293812272159423
265023,Gianmarco Tamberi,Michael Hixon,8,0.4293812272159423
265024,Gianmarco Tamberi,Marjorie Gestring,8,0.4293812272159423
265025,Gianmarco Tamberi,Emma McKeon,8,0.4293812272159423
265026,Gianmarco Tamberi,Jang Woojin,8,0.4293812272159423
265027,Gianmarco Tamberi,Rafael Bogaerts,8,0.4293812272159423
265028,Gianmarco Tamberi,Sun Yiwen,8,0.4293812272159423
265029,Gianmarco Tamberi,Bruna de Paula,8,0.4293812272159423
265030,Gianmarco Tamberi,Helene Naess,8,0.4293812272159423
265031,Gianmarco Tamberi,Regan Smith,8,0.4293812272159423
265032,Gianmarco Tamberi,De Grasse,8,0.4293812272159423
265033,Gianmarco Tamberi,Himawari Akaho,8,0.4293812272159423
265034,Gianmarco Tamberi,Kyle Blignaut,8,0.4293812272159423
265035,Gianmarco Tamberi,Andre De Grasse,8,0.4293812272159423
265036,Gianmarco Tamberi,Shannon Miller,8,0.4293812272159423
265037,Gianmarco Tamberi,Mohamed Tindouft,8,0.4293812272159423
265038,Gianmarco Tamberi,Jasmine CamachoQuinn,8,0.4293812272159423
265039,Gianmarco Tamberi,Imam Khataev,8,0.4293812272159423
265040,Gianmarco Tamberi,Pawel Kolodzinski,8,0.4293812272159423
265041,Gianmarco Tamberi,Natalia Partyka,8,0.4293812272159423
265042,Gianmarco Tamberi,Adrienne Lyle,8,0.4293812272159423
265043,Gianmarco Tamberi,Denis Ablyazin,8,0.4293812272159423
265044,Gianmarco Tamberi,Simone Consonni,8,0.4293812272159423
265045,Gianmarco Tamberi,Anastasiya Savchuk,8,0.4293812272159423
265046,Gianmarco Tamberi,Sergei Semenov,8,0.4293812272159423
265047,Gianmarco Tamberi,Maksim Nedasekau,8,0.4293812272159423
265048,Gianmarco Tamberi,Lee Yang,8,0.4293812272159423
265049,Gianmarco Tamberi,Neha Goyal,8,0.4293812272159423
265050,Gianmarco Tamberi,Dusan Domovic Bulut,8,0.4293812272159423
265051,Gianmarco Tamberi,Eleanor Harvey,8,0.4293812272159423
265052,Gianmarco Tamberi,Blake Pieroni,8,0.4293812272159423
265053,Gianmarco Tamberi,Haleigh Washington,8,0.4293812272159423
265054,Gianmarco Tamberi,Choi Hyojoo,8,0.4293812272159423
265056,Gianmarco Tamberi,Dan Gable,8,0.4293812272159423
265057,Gianmarco Tamberi,,8,0.4293812272159423
265058,Gianmarco Tamberi,Saya Sakakibara,8,0.4293812272159423
265059,Gianmarco Tamberi,Zhong Tianshi,8,0.4293812272159423
265060,Gianmarco Tamberi,Timo Boll,8,0.4293812272159423
265061,Gianmarco Tamberi,Hebert Sousa,8,0.4293812272159423
265062,Gianmarco Tamberi,Adrian Gavira Collado,8,0.4293812272159423
265063,Gianmarco Tamberi,Valarie Allman,8,0.4293812272159423
265064,Gianmarco Tamberi,Lamont Marcell Jacobs,10,0.3763072039949761
265065,Gianmarco Tamberi,Marta Fiedina,8,0.4293812272159423
265089,Kang Youngmi,Jessica Parratto,8,0.4293812272159423
265090,Kang Youngmi,Endy Miyem,8,0.4293812272159423
265091,Kang Youngmi,Benjamin Proud,8,0.4293812272159423
265092,Kang Youngmi,Ryu Seungmin,8,0.4293812272159423
265093,Kang Youngmi,,8,0.4293812272159423
265094,Kang Youngmi,Yu Yiting,8,0.4293812272159423
265095,Kang Youngmi,Nafissatou Thiam,8,0.4293812272159423
265096,Kang Youngmi,Kuo Hsingchun,8,0.4293812272159423
265097,Kang Youngmi,,8,0.4293812272159423
265098,Kang Youngmi,Allisha Gray,8,0.4293812272159423
265100,Kang Youngmi,Nesthy Petecio,8,0.4293812272159423
265101,Kang Youngmi,Eduard Trippel,8,0.4293812272159423
265102,Kang Youngmi,Ysaora Thibus,8,0.4293812272159423
265103,Kang Youngmi,Iakobi Kajaia,8,0.4293812272159423
265104,Kang Youngmi,Nicholas Kipkorir Kimeli,8,0.4293812272159423
265105,Kang Youngmi,Gable Steveson,8,0.4293812272159423
265106,Kang Youngmi,Alessandro Velotto,8,0.4293812272159423
265107,Kang Youngmi,Daniel Jervis,8,0.4293812272159423
265108,Kang Youngmi,Mercy Moim,8,0.4293812272159423
265109,Kang Youngmi,Miho Nonaka,8,0.4293812272159423
265111,Kang Youngmi,Sergey Ponomaryov,8,0.4293812272159423
265112,Kang Youngmi,Mykhailo Romanchuk,8,0.4293812272159423
265113,Kang Youngmi,Alix Klineman,8,0.4293812272159423
265114,Kang Youngmi,Arisa Higashino,8,0.4293812272159423
265115,Kang Youngmi,,8,0.4293812272159423
265116,Kang Youngmi,Ferguson Rotich,8,0.4293812272159423
265117,Kang Youngmi,Annie Lazor,8,0.4293812272159423
265118,Kang Youngmi,Meg Harris,8,0.4293812272159423
265119,Kang Youngmi,Bowen Becker,8,0.4293812272159423
265120,Kang Youngmi,Armand Mondo Duplantis,8,0.4293812272159423
265121,Kang Youngmi,,8,0.4293812272159423
265122,Kang Youngmi,Raevyn Rogers,8,0.4293812272159423
265123,Kang Youngmi,Ryo Kiyuna,8,0.4293812272159423
265124,Kang Youngmi,Marcus Fernaldi Gideon,8,0.4293812272159423
265125,Kang Youngmi,David Belyavskiy,8,0.4293812272159423
265126,Kang Youngmi,Hou Zhihui,8,0.4293812272159423
265127,Kang Youngmi,Apriyani Rahayu,8,0.4293812272159423
265128,Kang Youngmi,Lilia Akhaimova,8,0.4293812272159423
265129,Kang Youngmi,Kaylene Corbett,8,0.4293812272159423
265130,Kang Youngmi,Milan Aleksić,8,0.4293812272159423
265131,Kang Youngmi,Muhammad Shah Firdaus Sahrom,8,0.4293812272159423
265132,Kang Youngmi,Evangelia Papazoglou,8,0.4293812272159423
265133,Kang Youngmi,Frazer Clarke,8,0.4293812272159423
265134,Kang Youngmi,Lukasz Przybytek,8,0.4293812272159423
265135,Kang Youngmi,Viktoria Listunova,8,0.4293812272159423
265136,Kang Youngmi,Jason Kenny,8,0.4293812272159423
265137,Kang Youngmi,Diana Taurasi,8,0.4293812272159423
265138,Kang Youngmi,Julia Sude,8,0.4293812272159423
265139,Kang Youngmi,Cristina Chirichella,8,0.4293812272159423
265140,Kang Youngmi,Sofya Velikaya,8,0.4293812272159423
265141,Kang Youngmi,Flora Pasztor,8,0.4293812272159423
265142,Kang Youngmi,Zhang Changning,8,0.4293812272159423
265143,Kang Youngmi,Alberto Gaitero Martin,8,0.4293812272159423
265144,Kang Youngmi,Jiri Prskavec,8,0.4293812272159423
265145,Kang Youngmi,Mickael Mawem,8,0.4293812272159423
265146,Kang Youngmi,Ana Paula Rodrigues Belo,8,0.4293812272159423
265147,Kang Youngmi,Huang Dongping,8,0.4293812272159423
265148,Kang Youngmi,Gregorio Paltrinieri,8,0.4293812272159423
265149,Kang Youngmi,Luis Javier Mosquera Lozano,8,0.4293812272159423
265150,Kang Youngmi,OlympicsJill Biden,6,0.4313369744630473
265151,Kang Youngmi,Florian Wellbrock,8,0.4293812272159423
265152,Kang Youngmi,Atsunori Inaba,8,0.4293812272159423
265153,Kang Youngmi,Gustavo Nunez,8,0.4293812272159423
265154,Kang Youngmi,Mohamed Hammed,8,0.4293812272159423
265155,Kang Youngmi,Firdovsi Farzaliyev,8,0.4293812272159423
265157,Kang Youngmi,Tomokazu Harimoto,8,0.4293812272159423
265158,Kang Youngmi,Nikola Dedović,8,0.4293812272159423
265159,Kang Youngmi,Lorenzo Zazzeri,8,0.4293812272159423
265160,Kang Youngmi,Edgar Cheung,8,0.4293812272159423
265161,Kang Youngmi,Jessica Learmonth,8,0.4293812272159423
265162,Kang Youngmi,Svetlana Romashina,8,0.4293812272159423
265163,Kang Youngmi,Adam Ondra,8,0.4293812272159423
265164,Kang Youngmi,Tatjana Schoenmaker,8,0.4293812272159423
265165,Kang Youngmi,Isaiah Jewett,8,0.4293812272159423
265166,Kang Youngmi,Oleksandr Khyzhniak,8,0.4293812272159423
265167,Kang Youngmi,Rikuya Hoshino,8,0.4293812272159423
265168,Kang Youngmi,Stanislav Pozdniakov,8,0.4293812272159423
265169,Kang Youngmi,Meisam Salehi,8,0.4293812272159423
265170,Kang Youngmi,Koki Saito,8,0.4293812272159423
265172,Kang Youngmi,Eray Samdan,8,0.4293812272159423
265173,Kang Youngmi,Kevin Sanjaya Sukamuljo,8,0.4293812272159423
265174,Kang Youngmi,Humberto Mansilla,8,0.4293812272159423
265175,Kang Youngmi,Zach Apple,8,0.4293812272159423
265176,Kang Youngmi,Bekzad Nurdauletov,8,0.4293812272159423
265177,Kang Youngmi,Kelsey Plum,8,0.4293812272159423
265178,Kang Youngmi,Dallas Escobedo,8,0.4293812272159423
265179,Kang Youngmi,Park Haemin,8,0.4293812272159423
265180,Kang Youngmi,Katie McLaughlin,8,0.4293812272159423
265181,Kang Youngmi,Zheng Saisai,8,0.4293812272159423
265182,Kang Youngmi,Katinka Hosszú,8,0.4293812272159423
265183,Kang Youngmi,Mourad Aliev,8,0.4293812272159423
265184,Kang Youngmi,Sorribes Tormo,8,0.4293812272159423
265185,Kang Youngmi,Artur Dalaloyan,8,0.4293812272159423
265186,Kang Youngmi,Greysia Polii,8,0.4293812272159423
265187,Kang Youngmi,Georgii Zantaraia,8,0.4293812272159423
265188,Kang Youngmi,Reika Utsugi,8,0.4293812272159423
265189,Kang Youngmi,Bruce Springsteen,8,0.4293812272159423
265190,Kang Youngmi,Joana Heidrich,8,0.4293812272159423
265191,Kang Youngmi,Julia Grosso,8,0.4293812272159423
265192,Kang Youngmi,Yulimar Rojas,8,0.4293812272159423
265193,Kang Youngmi,,8,0.4293812272159423
265194,Kang Youngmi,Sun Yingsha,8,0.4293812272159423
265195,Kang Youngmi,Lilly King,8,0.4293812272159423
265196,Kang Youngmi,Sarah Sponcil,8,0.4293812272159423
265197,Kang Youngmi,Miltiadis Tentoglou,8,0.4293812272159423
265198,Kang Youngmi,Karla Borger,8,0.4293812272159423
265199,Kang Youngmi,Carlos Soler,8,0.4293812272159423
265200,Kang Youngmi,Hailey Hernandez,8,0.4293812272159423
265202,Kang Youngmi,Richard Andre Ordemann,8,0.4293812272159423
265203,Kang Youngmi,Katrina Lehis,8,0.4293812272159423
265204,Kang Youngmi,Julio Rodriguez,8,0.4293812272159423
265205,Kang Youngmi,Justyna SwietyErsetic,8,0.4293812272159423
265206,Kang Youngmi,Peres Jepchirchir,8,0.4293812272159423
265207,Kang Youngmi,Filippo Ganna,8,0.4293812272159423
265208,Kang Youngmi,Sena Irie,8,0.4293812272159423
265210,Kang Youngmi,Brad Tandy,8,0.4293812272159423
265211,Kang Youngmi,Jia Liu,8,0.4293812272159423
265212,Kang Youngmi,Viktor Axelsen,8,0.4293812272159423
265213,Kang Youngmi,Xie Siyi,8,0.4293812272159423
265214,Kang Youngmi,Andrew Capobianco,8,0.4293812272159423
265215,Kang Youngmi,Svetlana Kolesnichenko,8,0.4293812272159423
265216,Kang Youngmi,Alex Walsh,8,0.4293812272159423
265217,Kang Youngmi,Bronte Campbell,8,0.4293812272159423
265218,Kang Youngmi,Marie Ronningen,8,0.4293812272159423
265219,Kang Youngmi,Keni Harrison,8,0.4293812272159423
265220,Kang Youngmi,Hugues Obry,8,0.4293812272159423
265221,Kang Youngmi,Wang Chilin,8,0.4293812272159423
265222,Kang Youngmi,Lukas Rohan,8,0.4293812272159423
265223,Kang Youngmi,Michael Hixon,8,0.4293812272159423
265224,Kang Youngmi,Marjorie Gestring,8,0.4293812272159423
265225,Kang Youngmi,Emma McKeon,8,0.4293812272159423
265226,Kang Youngmi,Jang Woojin,8,0.4293812272159423
265227,Kang Youngmi,Rafael Bogaerts,8,0.4293812272159423
265228,Kang Youngmi,Sun Yiwen,8,0.4293812272159423
265229,Kang Youngmi,Bruna de Paula,8,0.4293812272159423
265230,Kang Youngmi,Helene Naess,8,0.4293812272159423
265231,Kang Youngmi,Regan Smith,8,0.4293812272159423
265232,Kang Youngmi,De Grasse,8,0.4293812272159423
265233,Kang Youngmi,Himawari Akaho,8,0.4293812272159423
265234,Kang Youngmi,Kyle Blignaut,8,0.4293812272159423
265235,Kang Youngmi,Andre De Grasse,8,0.4293812272159423
265236,Kang Youngmi,Shannon Miller,8,0.4293812272159423
265237,Kang Youngmi,Mohamed Tindouft,8,0.4293812272159423
265238,Kang Youngmi,Jasmine CamachoQuinn,8,0.4293812272159423
265239,Kang Youngmi,Imam Khataev,8,0.4293812272159423
265240,Kang Youngmi,Pawel Kolodzinski,8,0.4293812272159423
265241,Kang Youngmi,Natalia Partyka,8,0.4293812272159423
265242,Kang Youngmi,Adrienne Lyle,8,0.4293812272159423
265243,Kang Youngmi,Denis Ablyazin,8,0.4293812272159423
265244,Kang Youngmi,Simone Consonni,8,0.4293812272159423
265245,Kang Youngmi,Anastasiya Savchuk,8,0.4293812272159423
265246,Kang Youngmi,Sergei Semenov,8,0.4293812272159423
265247,Kang Youngmi,Maksim Nedasekau,8,0.4293812272159423
